Question;Réponse
Comment les hommes préhistoriques allumaient-ils les feux ?;Ils frottaient des pierres les unes avec les autres
Qui étaient les hommes de Cro-Magnon ?;Ces hommes sont nos ancêtres 
Les mammouths ont-ils vécu à la même période que les dinosaures ?;Non, les mammouths n’ont pas vécu à la même période que les dinosaures
Que mangeaient les hommes préhistoriques ?;Les hommes préhistoriques n’ont pas commencé à se nourrir de la pêche ou de la cueillette de plantes
Quelle était la pierre que taillaient les hommes préhistoriques ?;La pierre que taillaient les hommes préhistoriques pour en faire des armes et des outils est le silex
Que faisaient les femmes à la préhistoire ?;Pendant la préhistoire, la principale tâche des femmes était de surveiller le feu, de façon à ce qu’il ne s’éteigne pas
Où vivaient les hommes préhistoriques ?;Les hommes préhistoriques vivaient dans des grottes, où ils se protégeaient du froid, de la pluie, et surtout dans lesquelles ils préservaient leur feu, garantie de leur survie
Qui étaient les hommes de Cro-Magnon ?;Ces hommes sont nos ancêtres 
Qui étaient les Homo sapiens ?;Homo sapiens veut dire : « homme sage »
Que sont les icebergs ?;Les icebergs sont des énormes blocs de glace qui se sont détachés de la banquise
Y a-t-il des volcans sous la mer ?;Oui 
"Sur un chantier, à quoi sert l&rsquo;architecte ?";D’abord, l’architecte dessine les plans de la maison ou de l’immeuble
Pourquoi y a-t-il de grands immeubles à Paris ?;Il y a de grands immeubles à Paris car de plus en plus de monde habite les grandes villes comme Paris
Quel a été le premier livre publié au monde ?;Il s’agit de la Bible, imprimée et publiée en 1455 par Gutenberg
"Pourquoi les Indiens d&rsquo;Amérique s&rsquo;appellent-ils comme cela ?";Les Indiens d’Amérique sont en fait les premiers habitants du continent américain
Qui étaient les Sioux ?;Les Sioux étaient l’une des tribus indiennes qui habitaient le continent américain
À quel âge un jeune Indien pouvait partir chasser avec les hommes de sa tribu ?;À partir de 12 ans, un jeune Indien pouvait partir chasser le bison avec les hommes de sa tribu
Les indiens existent-ils encore ?;Oui, il existe encore des indiens, mais ils vivent dans de grandes réserves souvent éloignées de leurs terres d’origine
"Qu&rsquo;est-ce qu&rsquo;un « tomahawk » chez les Indiens d&rsquo;Amérique ?";Le « tomahawk », chez les Indiens d’Amérique est une sorte de massue, comme un marteau, à laquelle était attachée une grosse pierre...
Pourquoi le cheval remue-t-il la queue ?;Dans les champs, l’été, les insectes sont très nombreux… Le cheval remue la queue pour chasser les mouches ou les taons, sortes de grosses mouches, qui essaient de le piquer
"D&rsquo;où vient le miel ?";Ce sont les abeilles qui fabriquent le miel
"D&rsquo;où viennent les poux ?";Les poux sont de touts petits insectes munis de pattes se terminant par des griffes qui s’accrochent à… nos cheveux 
Comment naît le papillon ?;Au tout début, c’est une petite chenille qui sort de son œuf
Pourquoi les guêpes piquent ?;Les guêpes piquent lorsqu’elles se sentent menacées
"Est-ce qu&rsquo;il y a Internet partout dans le monde ?";En théorie, oui, mais en pratique, c’est bien différent
"Quelles sont les règles d&rsquo;or quand on utilise Internet ?";Elles sont plutôt simples : ne pas aller sur les sites pour les adultes, ne pas utiliser les textes ou photos sans l’autorisation de leurs propriétaires, ne pas croire tout ce qu’on lit en gardant un..
"D&rsquo;où vient la lumière des lampes ?";La lumière arrive dans les maisons grâce à l’électricité qui vient par des fils, cachés à l’intérieur des murs
Que signifie le mot « origami » ?;L’origami, cet art délicat du pliage du papier, est un mot japonais qui signifie plier (« oru ») et papier (« kami »)
Que signifie le mot « manga » ?;Les mangas sont ces bandes dessinées qui nous viennent du Japon et qui remportent un succès fou dans le monde
Pourquoi y a-t-il des jardins sur les toits de Paris ?;Paris est hélas l’une des mégalopoles comptant le moins d’arbres par habitant
"Qui était Jeanne d&rsquo;Arc ?";Jeanne d’Arc était une jeune fille qui vivait au Moyen Âge
"Quel âge avait Jeanne d&rsquo;Arc quand elle libéra la ville d&rsquo;Orléans des Anglais ?";Jeanne d’Arc était une jeune paysanne française
Pourquoi y a-t-il 52 cartes dans un jeu de cartes ?;Les jeux de 52 cartes sont basés sur le calendrier grégorien
"Pourquoi les empereurs romains levaient-ils le pouce lors d&rsquo;un combat de gladiateurs ?";Les empereurs romains levaient ou baissaient le pouce lors des jeux, à la fin d’un combat de gladiateurs
Que représentent les 5 anneaux, symbole des Jeux olympiques ?;C’est Pierre de Coubertin, créateur des Jeux olympiques modernes, qui a eu l’idée en 1913 de symboliser les Jeux olympiques avec ces 5 anneaux entrelacés
Où avaient lieu les jeux olympiques ?;Ils se déroulaient à Olympie, en l’honneur de Zeus, le roi des dieux : le lieu où vivaient les dieux était le mont Olympe, à Olympie
Qui était Jules César ?;Jules César était un grand général de l’armée romaine, qui en réalité n’a jamais été empereur 
Comment Jules César est-il mort ?;Jules César, ce puissant empereur romain, a été assassiné
Jules César fut-il empereur romain ?;Eh non 
"L&rsquo;histoire romaine a-t-elle croisée l&rsquo;histoire d&rsquo;Égypte ?";Oui, entre autres lorsque Cléopâtre rencontra Jules César
Où grandit le bébé kangourou ?;Lorsque le bébé kangourou naît, il est minuscule, à peine plus grand que ton petit doigt
Comment la maman koala transporte-t-elle son bébé ?;La maman koala transporte son bébé sur son dos
Que mange la baleine ?;La baleine est le mammifère marin le plus grand au monde
"D&rsquo;où vient mon pull bleu ?";Il ne vient pas d’un mouton bleu 
Combien de litres de lait donne une vache par jour ?;Une vache est traite deux fois par jours, le matin et le soir, tous les jours de l’année
Pourquoi les femmes ont-elles des seins ?;Les femmes ont des seins pour nourrir leur bébé
Peut-on donner du lait aux chats ?;Quand ils sont petits, ils boivent le lait de leur maman, mais une fois grands, il vaut mieux leur donner de l’eau, car le lait de vache n’est pas très bon pour eux...
"D&rsquo;où vient la lumière des lampes ?";La lumière arrive dans les maisons grâce à l’électricité qui vient par des fils, cachés à l’intérieur des murs
Quelle est la partie de la bouche qui permet de donner le goût des aliments ?;C’est la langue 
Où vivaient les hommes préhistoriques ?;Les hommes préhistoriques vivaient dans des grottes, où ils se protégeaient du froid, de la pluie, et surtout dans lesquelles ils préservaient leur feu, garantie de leur survie
Les volcans crachent-ils tous de la lave ?;Eh non 
"C&rsquo;est quoi exactement un volcan ?";Un volcan c’est un trou dans la Terre
"Pourquoi le paresseux s&rsquo;appelle-t-il ainsi ?";Le paresseux est un animal bien particulier 
Quelle est la hauteur de la tour Eiffel ?;La tour Eiffel mesure très exactement 320 mètres de haut
Quel est le cimetière le plus visité à Paris ?;Il s’agit du cimetière du Père-Lachaise
Pourquoi le lion a-t-il une crinière ?;Le lion, roi de la savane africaine, a une grosse crinière autour de la tête, au niveau du cou
Pourquoi la maman lion lèche-t-elle ses petits ?;Le lion est un félin
Pourquoi les fauves obéissent-ils au dompteur, dans un cirque ?;Les fauves (lions, tigres…) obéissent parce que ce sont des animaux dressés
Comment fabrique-t-on du verre ?;Pour fabriquer du verre, il faut mélanger du sable avec deux produits chimiques : de la soude et de la chaux que l’on chauffe à 1 600 °C, ce qui est très chaud 
Quel a été le premier livre publié au monde ?;Il s’agit de la Bible, imprimée et publiée en 1455 par Gutenberg
Au Moyen Âge, est-ce que les livres existaient ?;Les livres étaient très rares et très précieux car, l’imprimerie n’existant pas encore, les livres étaient recopiés à la main par les moines
Pourquoi Louis XIV était-il surnommé le Roi-Soleil ?;Louis XIV, qui régna de 1643 à 1715, s’est choisi lui-même le Soleil comme symbole
Pourquoi le français est-il la langue officielle de la danse classique ?;Le français est la langue utilisée pour la danse classique parce que les premiers danseurs professionnels sont apparus en France, à l’époque de Louis XIV, le Roi Soleil
Quel était le surnom de Louis XIV ?;Louis XIV était aussi appelé le Roi-Soleil
Le château de Versailles fut-il la résidence de tous les rois de France ?;Le château de Versailles devint la résidence des rois en 1682, date à laquelle Louis XIV s’y installa
"D&rsquo;où vient la lumière des lampes ?";La lumière arrive dans les maisons grâce à l’électricité qui vient par des fils, cachés à l’intérieur des murs
"Pourquoi l&rsquo;eau des mers et des océans est-elle bleue ?";L’eau transparente des océans absorbe toutes les couleurs de l’arc-en-ciel sauf le bleu qu’elle rejette
"La pupille, le point noir au milieu de l&rsquo;œil, peut-elle changer de taille ?";Oui 
Pourquoi la Lune brille-t-elle ?;Parce que le Soleil l’éclaire
Qui était Neil Armstrong ?;Neil Armstrong était un astronaute américain
Le Soleil tourne-t-il ?;Eh oui 
"Qu&rsquo;y a-t-il sur la Lune ?";Sur la Lune, il n’y a que des pierres et de la poussière
Pourquoi la Lune brille-t-elle ?;Parce que le Soleil l’éclaire
"Pourquoi, quelquefois, la mer s&rsquo;en va ?";Cela s’appelle les marées
"Qu&rsquo;est-ce que le travail sur un chantier ?";  Le travail sur un chantier est assez difficile et dangereux
Pourquoi les véhicules sur les chantiers sont-ils souvent grands et gros ?;Sur les chantiers, on utilise des machines qui doivent creuser de gros trous, couler des grandes quantités de béton et porter de grosses pierres ou d’imposantes tiges de fer
Pourquoi brûlait-on les sorcières au Moyen Âge ?;À l’époque, les gens étaient très superstitieux
"Qu&rsquo;y a-t-il a l&rsquo;intérieur de la Terre ?";À l’intérieur de la Terre il y a un noyau et autour se trouvent des roches si brûlantes qu’elles en sont liquides
"C&rsquo;est quoi exactement un volcan ?";Un volcan c’est un trou dans la Terre
Avec quel matériau les Égyptiens construisaient-ils leurs maisons ?;Les Égyptiens construisaient leurs maisons avec des briques fabriquées à partir de boue séchée, issue du Nil
Existe-t-il des maisons en paille et en bois ?;Oui 
Les ponts de Paris ont-ils été habités ?;Oui 
"Sur un chantier, à quoi sert l&rsquo;architecte ?";D’abord, l’architecte dessine les plans de la maison ou de l’immeuble
"Qu&rsquo;est-ce qu&rsquo;un ornithorynque ?";L’ornithorynque est un mammifère amphibie (qui vit sur Terre et dans l’eau) au corps poilu, avec des pattes palmées munies de griffes, une queue de castor et un bec de canard 
Quel règne animal a suivi la disparition des dinosaures ?;Les dinosaures ont disparu, sans doute victime de la chute d’une météorite sur la Terre
Pourquoi les mammouths ont-ils disparu ?;Les mammouths se sont éteints car leur fourrure n’était plus adaptée au climat
Les mammouths ont-ils vécu à la même période que les dinosaures ?;Non, les mammouths n’ont pas vécu à la même période que les dinosaures
Que mangeaient les hommes préhistoriques ?;Les hommes préhistoriques n’ont pas commencé à se nourrir de la pêche ou de la cueillette de plantes
Quels sont les oiseaux qui ne peuvent pas voler ?;La quasi totalité des oiseaux volent, même un peu, comme les poules 
Que signifie le mot « manga » ?;Les mangas sont ces bandes dessinées qui nous viennent du Japon et qui remportent un succès fou dans le monde
Pourquoi ne mange-t-on pas avec les doigts ?;On ne mange pas avec les doigts dans certains pays, car cela est considéré comme étant malpoli
Pourquoi les filles se maquillent-elles ?;Déjà, toutes les filles ne se maquillent pas
Pourquoi les bébés ne marchent-ils pas ?;Le corps des bébés, lorsqu’ils naissent, doit encore se perfectionner 
Pourquoi met-on des fers sur les sabots des poneys et des chevaux ?;Les fers sont faits pour protéger les sabots des chevaux et des poneys
"Pourquoi, quelquefois, la mer s&rsquo;en va ?";Cela s’appelle les marées
Comment se dirige-t-on sur un voilier ?;Pour se diriger, on utilise une barre
"Y a-t-il eu de l&rsquo;eau sur Mars ?";Les scientifiques pensent que l’eau a coulé sur Mars, il y a très longtemps, à cause de la couleur de son sol : rouge-orangé
Pourquoi les pompiers portent parfois un masque ?;Lorsque les pompiers interviennent dans des immeubles ou des maisons en feu, ils doivent porter un masque qui leur donne de l’oxygène
Pourquoi le coq chante ?;Le coq est un animal orgueilleux et fier
"L&rsquo;or était-il le trésor le plus recherché des pirates ?";Non 
Pourquoi les cheveux deviennent-ils blancs ?;The white hair appears because the melanin which gives the color to the hair and the skin, Problème de pertedecheveux aussi un grand problème ces années
"C&rsquo;est quoi la ménagerie d&rsquo;un cirque ?";C’est l’endroit dans un cirque où les animaux sont gardés, lorsqu’ils ne sont pas sur la piste en train de faire leur numéro
"Quel animal donne une fessée à son petit lorsqu&rsquo;il n&rsquo;est pas sage ?";C’est la maman éléphant
Quelle est la plus mauvaise mère du règne animal ?;La femelle du coucou 
Quelle est la meilleure mère du règne animal ?;La maman gorille est l’une des mères les plus douces avec son petit
Pourquoi la mer est-elle salée ?;L’eau de mer a un goût salé car elle contient du sel
"Est-ce que les écailles des poissons grandissent&nbsp;?";Eh oui 
Le requin est-il un mammifère ou un poisson ?;Le requin est un poisson
"L&rsquo;hippocampe est-il un poisson ?";Eh oui 
Comment font les étoiles de mers pour manger ?;Les étoiles de mer raffolent des coquillages
"C&rsquo;est quoi une météorite ?";Une météorite est un énorme caillou qui traverse l’espace et tombe sur la Terre
Comment les dinosaures se sont-ils éteints ?;Les dinosaures se seraient éteints après la chute d’une énorme météorite sur la Terre
Les pets des vaches sont-ils polluants ?;Oui 
"Comment devient-on footballeur professionnel&nbsp;?";Devenir footballeur professionnel est un rêve pour beaucoup, mais attention : c’est un peu le parcours du combattant 
"C&rsquo;est quoi exactement une start-up ?";C’est une entreprise qui démarre (« to start » en anglais) et dont le secteur d’activités est lié aux nouvelles technologies : ordinateurs, téléphones, sites Web, recherches en biologie et plein..
Qui sont les pompiers ?;Pour certains, c’est leur métier d’être pompiers
Quelle est la différence entre un tramway et un métro ?;Dans les grandes villes, un métro est un moyen de transport souterrain qui permet de se déplacer rapidement d’un endroit à un autre
"Comment s&rsquo;appelaient les ouvertures étroites dans les murs des châteaux forts ?";Les ouvertures étroites et hautes façonnées dans les murailles des châteaux forts s’appelaient des meurtrières
À quoi ressemblaient les premiers châteaux forts ?;Les premiers châteaux forts étaient en bois
Pourquoi Mickey porte-t-il des gants ?;Mickey Mouse apparaît en 1928 dans un dessin animé produit par Disney
Pourquoi le nez coule quand on est enrhumé ?;Lorsque l’on est enrhumé, les microbes se développent dans le nez
"D&rsquo;où vient le miel ?";Ce sont les abeilles qui fabriquent le miel
Combien de pattes a le mille-pattes ?;Eh bien, justement, il n’en a pas mille, mais 42, soit deux fois 21, de chaque côté de son corps
Combien de temps dure un match de football ?;Le match se compose de deux mi-temps, chacune d’une durée de 45 minutes
"Qu&rsquo;est-ce qu&rsquo;il y a dans les os ?";Les os sont creux, oui mais ils ne sont pas vides 
"Qui s&rsquo;invite dans des coquillages vides ?";Il s’agit du bernard-l’ermite
"Dans l&rsquo;Égypte ancienne, les momies n&rsquo;existaient-elles que pour les hommes ?";Eh non 
Pourquoi les Égyptiens faisaient des momies de leurs morts ?;Les momies sont des cadavres desséchés
Qui est Monsieur Loyal, dans les cirques ?;Ce monsieur en costume rouge et au grand chapeau est l’homme qui présente les artistes avant chaque numéro
"Quel est le nom de la chaîne de montagnes qui sépare la France de l&rsquo;Italie ?";La chaîne des Alpes est une frontière naturelle entre la France, l’Italie et la Suisse
Pourquoi la mer est-elle salée ?;En dégoulinant, la pluie emporte le sel des montagnes dans les rivières puis dans la mer...
Pourquoi y a-t-il de la neige en haut des montagnes ?;Tout en haut des hautes montagnes, l’air est très froid 
Quelle est la hauteur de la tour Eiffel ?;La tour Eiffel mesure très exactement 320 mètres de haut
Les ponts de Paris ont-ils été habités ?;Oui 
Pourquoi meurt-on ?;Tous les hommes naissent, grandissent, vieillissent et meurent
Les abeilles piquent-elles ?;Oui, les abeilles piquent et en meurent même 
Pourquoi les Égyptiens faisaient des momies de leurs morts ?;Les momies sont des cadavres desséchés
Pourquoi le nez coule quand on est enrhumé ?;Lorsque l’on est enrhumé, les microbes se développent dans le nez
Pourquoi le chat a-t-il des moustaches ?;Les moustaches du chat lui servent à sentir ce qui se trouve autour de lui
Qui pique chez les moustiques, le mâle ou la femelle ?;Les moustiques qui piquent sont les femelles 
"D&rsquo;où vient mon pull bleu ?";Il ne vient pas d’un mouton bleu 
Pourquoi doit-on tondre les moutons ?;On tond les moutons une fois par an, juste avant l’été, car leur laine leur tiendrait trop chaud
Pourquoi brûlait-on les sorcières au Moyen Âge ?;À l’époque, les gens étaient très superstitieux
"Qui était Jeanne d&rsquo;Arc ?";Jeanne d’Arc était une jeune fille qui vivait au Moyen Âge
Pourquoi au Moyen Âge, les femmes sortaient-elles avec des chaussures aux épaisses semelles ?;Au Moyen Âge, les rues des villes étaient extrêmement sales
"Quel âge avait Jeanne d&rsquo;Arc quand elle libéra la ville d&rsquo;Orléans des Anglais ?";Jeanne d’Arc était une jeune paysanne française
Au Moyen Âge, que signifiait la couronne du roi ?;Au Moyen Âge et même après, la couronne du roi symbolise la puissance pour celui qui la porte
Les muscles, à quoi ça sert ?;Si nous n’avions pas de muscles, nous ne pourrions même pas bouger 
Pourquoi rit-on ?;Lorsque l’on entend quelque chose de drôle, les sens envoient des messages au cerveau
À quoi servaient les temples grecs ?;Les Grecs construisirent des temples pour vénérer leurs dieux
Où avaient lieu les jeux olympiques ?;Ils se déroulaient à Olympie, en l’honneur de Zeus, le roi des dieux : le lieu où vivaient les dieux était le mont Olympe, à Olympie
Pourquoi le canard a-t-il les pattes palmées ?;Le canard a les pattes palmées car cela lui permet de mieux nager
"D&rsquo;où vient le miel ?";Ce sont les abeilles qui fabriquent le miel
"Où va l&rsquo;eau des toilettes ?";L’eau des toilettes est transportée dans des tuyaux jusqu’à des usines de nettoyage
Pourquoi y a-t-il des jardins sur les toits de Paris ?;Paris est hélas l’une des mégalopoles comptant le moins d’arbres par habitant
Les tremblements de terre ont-ils tous la même force ?;Eh non, bien sûr 
Que doit-on faire pour respecter les arbres ?;Les arbres sont vivants et sont les poumons de la planète 
Pourquoi y a-t-il de la neige en haut des montagnes ?;Tout en haut des hautes montagnes, l’air est très froid 
Qui était Neil Armstrong ?;Neil Armstrong était un astronaute américain
"Où va l&rsquo;eau des toilettes ?";L’eau des toilettes est transportée dans des tuyaux jusqu’à des usines de nettoyage
Avec quel matériau les Égyptiens construisaient-ils leurs maisons ?;Les Égyptiens construisaient leurs maisons avec des briques fabriquées à partir de boue séchée, issue du Nil
"Comment s&rsquo;appelle le fleuve qui traverse l&rsquo;Égypte ?";Ce fleuve s’appelle le Nil
Quel animal était sacré pour les Égyptiens ?;Il s’agit du crocodile
"Quel pharaon d&rsquo;Égypte a eu environ 110 enfants ?";Il s’agit de Ramsès II
Combien de pattes a le mille-pattes ?;Eh bien, justement, il n’en a pas mille, mais 42, soit deux fois 21, de chaque côté de son corps
"C&rsquo;est quoi le nombril ?";Le nombril correspond à l’endroit où était accroché le cordon ombilical, ce drôle de « tuyau » qui attache le bébé à sa mère, lorsqu’il est dans son ventre
Pourquoi doit-on manger ?;Le corps a besoin de nourriture pour bien fonctionner, comme une voiture a besoin d’essence 
"Qu&rsquo;y a-t-il a l&rsquo;intérieur de la Terre ?";À l’intérieur de la Terre il y a un noyau et autour se trouvent des roches si brûlantes qu’elles en sont liquides
"Pourquoi est-ce qu&rsquo;il pleut ?";De minuscules petites gouttes d’eau s’évaporent de la mer, des lacs ou des rivières
Comment se passe la vie dans un cirque ?;Travailler dans un cirque ambulant c’est vivre en groupe et voyager sur les routes
"C&rsquo;est quoi la ménagerie d&rsquo;un cirque ?";C’est l’endroit dans un cirque où les animaux sont gardés, lorsqu’ils ne sont pas sur la piste en train de faire leur numéro
Qui est Monsieur Loyal, dans les cirques ?;Ce monsieur en costume rouge et au grand chapeau est l’homme qui présente les artistes avant chaque numéro
"Qu&rsquo;annonce le roulement de tambour, dans un cirque ?";Le roulement de tambour, dans un cirque, annonce qu’un numéro dangereux va se dérouler
"Sur Terre qu&rsquo;y a-t-il le plus : de la terre ou de la mer ?";La Terre est surtout recouverte d’eau qui sont les mers et les océans
Pourquoi ferme-t-on les yeux au soleil ?;Regarder le soleil peut être dangereux pour les yeux 
Pourquoi cligne-t-on des yeux ?;Le clignement des paupières permet que les yeux ne s’assèchent pas
"La pupille, le point noir au milieu de l&rsquo;œil, peut-elle changer de taille ?";Oui 
"D&rsquo;où viennent les poissons panés&nbsp;?";On ne trouve pas de poissons panés dans la mer, ça c’est sûr 
Comment font les œufs de manchot pour ne pas geler en Antarctique ?;Grâce au papa manchot 
Qui pond les plus gros œufs du monde ?;Il s’agit de l’autruche
Y a-t-il un poussin dans tous les œufs de poule ?;La poule pond presque tous les jours
Quels sont les oiseaux qui ne peuvent pas voler ?;La quasi totalité des oiseaux volent, même un peu, comme les poules 
De nos jours, quels animaux sont les plus proches des dinosaures ?;Les animaux les plus proches des dinosaures, de nos jours, sont les oiseaux 
"Quel était l&rsquo;animal préféré des pirates ?";L’animal préféré des pirates était le perroquet
Qui transporte les repas de ses petits dans un « sac » ?;C’est le pélican qui possède une poche de peau sous son bec
Quelle est la différence entre un pingouin et un manchot ?;Le pingouin vit au pôle Nord et le manchot vit au pôle Sud
Pourquoi le français est-il la langue officielle de la danse classique ?;Le français est la langue utilisée pour la danse classique parce que les premiers danseurs professionnels sont apparus en France, à l’époque de Louis XIV, le Roi Soleil
"Que sont les petits rats de l&rsquo;Opéra ?";Les petits rats de l’opéra sont les jeunes élèves de l’école de danse de l’Opéra de Paris
Pourquoi le cheval remue-t-il les oreilles ?;Le cheval, comme beaucoup d’animaux, remue ses oreilles en fonction de son humeur
À quoi servent les très grandes oreilles du fennec, petit renard du désert ?;Les oreilles du fennec lui servent à laisser partir la chaleur de son corps 
"Est-ce le bruit de la mer que l&rsquo;on entend quand on approche un coquillage de son oreille ?";Il ne s’agit pas du bruit de la mer que l’on entend
"Quel âge avait Jeanne d&rsquo;Arc quand elle libéra la ville d&rsquo;Orléans des Anglais ?";Jeanne d’Arc était une jeune paysanne française
"Qu&rsquo;est-ce qu&rsquo;un ornithorynque ?";L’ornithorynque est un mammifère amphibie (qui vit sur Terre et dans l’eau) au corps poilu, avec des pattes palmées munies de griffes, une queue de castor et un bec de canard 
"Qu&rsquo;est-ce qu&rsquo;un ornithorynque ?";L’ornithorynque est un animal qui vit en Australie et dans aucun autre pays de la planète 
"Qu&rsquo;appelle-t-on la « baleine tueuse » ?";C’est le nom que l’on donne à l’orque, car elle est le seul cétacé à manger d’autres mammifères marins
"Qu&rsquo;est-ce qu&rsquo;il y a dans les os ?";Les os sont creux, oui mais ils ne sont pas vides 
Pourquoi les chiens aiment-ils les os ?;Les chiens adorent ronger les os
Comment fait-on pour se tenir debout ?;Le corps peut se tenir debout grâce aux os
Sur quel continent seraient apparus les premiers hommes ?;Les premiers hommes seraient apparus en Afrique
Les oursons ont-ils froid sur la banquise ?;Non, jamais
Pourquoi les pompiers portent parfois un masque ?;Lorsque les pompiers interviennent dans des immeubles ou des maisons en feu, ils doivent porter un masque qui leur donne de l’oxygène
À quoi ça sert de respirer ?;Pour vivre, tu as besoin de respirer
Comment naît le papillon ?;Au tout début, c’est une petite chenille qui sort de son œuf
"Pourquoi le paresseux s&rsquo;appelle-t-il ainsi ?";Le paresseux est un animal bien particulier 
Pourquoi y a-t-il des jardins sur les toits de Paris ?;Paris est hélas l’une des mégalopoles comptant le moins d’arbres par habitant
Quelle est la hauteur de la tour Eiffel ?;La tour Eiffel mesure très exactement 320 mètres de haut
Pourquoi y a-t-il de grands immeubles à Paris ?;Il y a de grands immeubles à Paris car de plus en plus de monde habite les grandes villes comme Paris
Pourquoi y a-t-il des plaques sur le sol de Paris ?;Les plaques sur le sol de Paris permettent de fermer l’accès aux égouts
La Seine est-elle le plus long fleuve de France ?;Eh non 
Pourquoi le canard a-t-il les pattes palmées ?;Le canard a les pattes palmées car cela lui permet de mieux nager
Pourquoi cligne-t-on des yeux ?;Le clignement des paupières permet que les yeux ne s’assèchent pas
Qui était Pelé ?;Pelé est un footballeur brésilien, considéré comme le plus grand joueur de football de tous les temps
Qui transporte les repas de ses petits dans un « sac » ?;C’est le pélican qui possède une poche de peau sous son bec
Au football, à quoi servent les cartons jaunes et rouges ?;L’arbitre est celui qui remet le carton jaune ou le carton rouge aux joueurs
Quel père met au monde ses petits ?;Il s’agit de l’hippocampe
"Quel était l&rsquo;animal préféré des pirates ?";L’animal préféré des pirates était le perroquet
"Quel l&rsquo;animal remplace les produits chimiques en mangeant les pucerons ?";L’animal qui dévore les pucerons est la coccinelle 
Y a-t-il du pétrole en France ?;Eh bien oui 
Le pétrole risque-t-il de complètement disparaître ?;Oui, bien sûr 
Qui était Toutankhamon ?;Toutankhamon était un pharaon d’Égypte, mort à 19 ans
"Quel pharaon d&rsquo;Égypte a eu environ 110 enfants ?";Il s’agit de Ramsès II
"Qui régnait sur l&rsquo;Égypte ancienne ?";Les pharaons étaient les rois d’Égypte
"Quelle partie du corps du phoque le protège du froid, dans l&rsquo;eau glacée ?";Il s’agit de son épaisse couche de graisse
"Qu&rsquo;appelle-t-on les claquettes ?";Les claquettes sont une danse qui se pratique en tapant avec ses pieds
Quelle était la pierre que taillaient les hommes préhistoriques ?;La pierre que taillaient les hommes préhistoriques pour en faire des armes et des outils est le silex
Certains dinosaures herbivores avalaient-ils des pierres ?;Eh oui 
Quelle est la différence entre un pingouin et un manchot ?;Le pingouin vit au pôle Nord et le manchot vit au pôle Sud
Pourquoi les guêpes piquent ?;Les guêpes piquent lorsqu’elles se sentent menacées
Qui devenait pirate ?;C’étaient souvent d’anciens corsaires au service du roi qui décidaient d’attaquer des navires pour leur propre compte
"Quelle île au nom d&rsquo;animal accueillait des pirates ?";Le repaire des pirates était l’Île de la Tortue
"Quel était l&rsquo;animal préféré des pirates ?";L’animal préféré des pirates était le perroquet
Le pirate Barbe-Noire a-t-il vraiment existé ?;Oui 
Comment les pirates repéraient-ils les navires à attaquer ?;L’un des pirates, tout en haut du mât, surveillait l’horizon avec une longue vue
Existe-il toujours des pirates ?;Eh oui 
Pourquoi le spectacle de cirque a lieu sous un chapiteau ?;Le spectacle de cirque a lieu sous un chapiteau car c’est une tente en toile qui se démonte
Les Romains mangeaient-ils déjà des pizzas ?;Oui 
"Pourquoi faut-il économiser l&rsquo;eau ?";Les êtres humains, les plantes et les animaux ont besoin d’eau pour vivre
"Pourquoi est-ce qu&rsquo;il pleut ?";De minuscules petites gouttes d’eau s’évaporent de la mer, des lacs ou des rivières
La Terre a-t-elle toujours existé ?;Eh non 
Quelle est la différence entre une étoile et une planète ?;La différence entre une étoile et une planète se trouve dans sa taille
Que font les arbres à la planète ?;Les arbres « nettoient » l’air
"D&rsquo;où viennent les céréales ?";Les céréales que l’on mange le matin avec du lait viennent des graines des plantes, comme le blé, le riz, le maïs
"Pourquoi est-ce qu&rsquo;il pleut ?";De minuscules petites gouttes d’eau s’évaporent de la mer, des lacs ou des rivières
"Qu&rsquo;est-ce que c&rsquo;est que la basse-cour, dans la ferme ?";C’est là que vivent les animaux tels que les poules, les oies, les canards, les pintades, les dindons… tous les animaux à plumes 
Combien pèse une baleine ?;Une baleine peut peser jusqu’à 19 tonnes, c’est-à-dire l’équivalent de 30 éléphants 
Pourquoi le chat a-t-il des moustaches ?;Les moustaches du chat lui servent à sentir ce qui se trouve autour de lui
Les pois de la coccinelle servent-ils à donner son âge ?;Non, les pois de la coccinelle ne servent pas à donner son âge 
"D&rsquo;où viennent les poissons panés&nbsp;?";On ne trouve pas de poissons panés dans la mer, ça c’est sûr 
"Est-ce que les écailles des poissons grandissent&nbsp;?";Eh oui 
"L&rsquo;hippocampe est-il un poisson ?";Eh oui 
Le requin est-il un mammifère ou un poisson ?;Le requin est un poisson
"Comment les poissons respirent-ils sous l&rsquo;eau ?";Les poissons respirent grâce à leurs branchies, conçues pour filtrer l’eau et ne garder que l’oxygène, contenu dans l’eau de mer
Où vit le poisson-clown ?;Le poisson-clown vit dans une anémone de mer
Quelle est la différence entre un pingouin et un manchot ?;Le pingouin vit au pôle Nord et le manchot vit au pôle Sud
"Quelle partie du corps du phoque le protège du froid, dans l&rsquo;eau glacée ?";Il s’agit de son épaisse couche de graisse
Les oursons ont-ils froid sur la banquise ?;Non, jamais
Comment font les œufs de manchot pour ne pas geler en Antarctique ?;Grâce au papa manchot 
Quel animal appelle-t-on « licorne des mers » ?;Il s’agit du narval mâle
Pourquoi ne mange-t-on pas avec les doigts ?;On ne mange pas avec les doigts dans certains pays, car cela est considéré comme étant malpoli
